date,symbol,marketcapname,sector
14-01-2026,PNB,Largecap,Bank
14-01-2026,UNIONBANK,Largecap,Bank
14-01-2026,MCX,Midcap,Financials
16-01-2026,INFY,Largecap,I.T
16-01-2026,FEDERALBNK,Largecap,Bank
16-01-2026,SHRIRAMFIN,Largecap,Financials
16-01-2026,TECHM,Largecap,I.T
20-01-2026,HINDZINC,Largecap,Metals & Mining
22-01-2026,INDIANB,Largecap,Bank
22-01-2026,APLAPOLLO,Largecap,Industrials
27-01-2026,JSWSTEEL,Largecap,Metals & Mining
27-01-2026,AXISBANK,Largecap,Bank
28-01-2026,BEL,Largecap,Aerospace & Defence
28-01-2026,BOSCHLTD,Largecap,Auto
28-01-2026,NATIONALUM,Largecap,Metals & Mining
28-01-2026,COALINDIA,Largecap,Metals & Mining
29-01-2026,TATASTEEL,Largecap,Metals & Mining
29-01-2026,AXISBANK,Largecap,Bank
29-01-2026,INDUSTOWER,Largecap,Telecom
30-01-2026,NESTLEIND,Largecap,FMCG
01-02-2026,ICICIPRULI,Largecap,Financials
02-02-2026,ABCAPITAL,Largecap,Financials
05-02-2026,FORCEMOT,Largecap,Auto
09-02-2026,SHRIRAMFIN,Largecap,Financials
10-02-2026,TATASTEEL,Largecap,Metals & Mining
11-02-2026,FORCEMOT,Largecap,Auto
11-02-2026,BHARATFORG,Largecap,Industrials
12-02-2026,BHARATFORG,Largecap,Industrials
16-02-2026,TORNTPHARM,Largecap,Healthcare
16-02-2026,BANKINDIA,Largecap,Bank
16-02-2026,AXISBANK,Largecap,Bank
16-02-2026,JINDALSTEL,Largecap,Metals & Mining
16-02-2026,PNB,Largecap,Bank
16-02-2026,UNIONBANK,Largecap,Bank
16-02-2026,SAMMAANCAP,Midcap,Financials
17-02-2026,PNB,Largecap,Bank
17-02-2026,UNIONBANK,Largecap,Bank
17-02-2026,INDIANB,Largecap,Bank
18-02-2026,MARICO,Largecap,FMCG
18-02-2026,POWERINDIA,Largecap,Industrials
20-02-2026,HINDALCO,Largecap,Metals & Mining
20-02-2026,LT,Largecap,Realty
20-02-2026,KEI,Largecap,Industrials
20-02-2026,NTPC,Largecap,Power & Utilities
20-02-2026,POLYCAB,Largecap,Industrials
20-02-2026,POWERINDIA,Largecap,Industrials
23-02-2026,FEDERALBNK,Largecap,Bank
23-02-2026,ADANIPORTS,Largecap,Transportation
24-02-2026,SAIL,Largecap,Metals & Mining
24-02-2026,CHOLAFIN,Largecap,Financials
24-02-2026,NTPC,Largecap,Power & Utilities
24-02-2026,ADANIENSOL,Largecap,Power & Utilities
24-02-2026,POLYCAB,Largecap,Industrials
25-02-2026,VEDL,Largecap,Metals & Mining
25-02-2026,BHARATFORG,Largecap,Industrials
25-02-2026,EICHERMOT,Largecap,Auto
25-02-2026,SHRIRAMFIN,Largecap,Financials
25-02-2026,NATIONALUM,Largecap,Metals & Mining
25-02-2026,TVSMOTOR,Largecap,Auto
25-02-2026,POLYCAB,Largecap,Industrials
26-02-2026,INDUSINDBK,Largecap,Bank
26-02-2026,FORTIS,Largecap,Healthcare
26-02-2026,MCX,Midcap,Financials
02-03-2026,LUPIN,Largecap,Healthcare
02-03-2026,TORNTPHARM,Largecap,Healthcare
02-03-2026,NATIONALUM,Largecap,Metals & Mining
02-03-2026,ASTRAL,Largecap,Plastic products
05-03-2026,NATIONALUM,Largecap,Metals & Mining
05-03-2026,COALINDIA,Largecap,Metals & Mining
05-03-2026,BSE,Largecap,Financials
06-03-2026,ABB,Largecap,Industrials
09-03-2026,AUROPHARMA,Largecap,Healthcare
09-03-2026,BSE,Largecap,Financials
10-03-2026,GLENMARK,Largecap,Healthcare
12-03-2026,ABB,Largecap,Industrials
12-03-2026,NTPC,Largecap,Power & Utilities
12-03-2026,COALINDIA,Largecap,Metals & Mining
20-03-2026,LUPIN,Largecap,Healthcare
25-03-2026,SUNPHARMA,Largecap,Healthcare
25-03-2026,ASTRAL,Largecap,Plastic products
02-04-2026,CUMMINSIND,Largecap,Industrials
02-04-2026,ADANIPOWER,Largecap,Power & Utilities
02-04-2026,LAURUSLABS,Largecap,Healthcare
02-04-2026,POWERINDIA,Largecap,Industrials
06-04-2026,MCX,Midcap,Financials
06-04-2026,BSE,Largecap,Financials
08-04-2026,BHARATFORG,Largecap,Industrials
08-04-2026,ADANIENSOL,Largecap,Power & Utilities
09-04-2026,POWERINDIA,Largecap,Industrials
10-04-2026,ABB,Largecap,Industrials
10-04-2026,CUMMINSIND,Largecap,Industrials
10-04-2026,ADANIENSOL,Largecap,Power & Utilities
13-04-2026,BHARATFORG,Largecap,Industrials
13-04-2026,ADANIPOWER,Largecap,Power & Utilities
15-04-2026,POWERGRID,Largecap,Power & Utilities
16-04-2026,BHEL,Largecap,Industrials
16-04-2026,PFC,Largecap,Financials
17-04-2026,CGPOWER,Largecap,Industrials
17-04-2026,TITAN,Largecap,Consumer Discretionary
